"PID","PE","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection"
79,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,2
79,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
79,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
79,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
79,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
79,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
79,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
79,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,0
79,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,0
80,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
80,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
80,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
80,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
80,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
80,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
80,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,0
80,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,0
80,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2
80,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2
80,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0
80,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0
80,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
80,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
80,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1
80,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1
80,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1
80,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
80,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,0
80,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0
80,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
80,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
80,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,0
80,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,0
80,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,0
80,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,0
80,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0
80,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
80,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
80,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
80,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
80,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
81,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
81,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
81,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
81,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
81,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
81,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
81,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",1,1
81,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
81,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2
81,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-2
81,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0
81,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,0
81,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,1
81,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
81,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
81,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
81,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
81,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
81,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
81,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
81,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
81,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
81,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA
81,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA
81,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-1
81,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
81,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
81,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
81,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,0
81,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0
81,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
81,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
82,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
82,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
82,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,2
82,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,2
82,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA
82,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
82,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,2
82,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
82,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,1
82,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,1
82,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,2
82,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,2
82,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
82,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
82,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
82,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
82,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA
82,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
82,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,2
82,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,2
82,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,2
82,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,2
82,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,2
82,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,2
82,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
82,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
82,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
82,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
82,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
82,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
82,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,2
82,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,2
83,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
83,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
83,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,2
83,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,2
83,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
83,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
83,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
83,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
83,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
83,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
83,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,1
83,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
83,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,2
83,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,2
83,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
83,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
83,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-2
83,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2
83,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
83,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,0
83,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
83,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
83,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
83,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
83,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,0
83,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,0
83,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
83,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
83,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
83,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
83,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
83,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
84,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-2
84,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-2
84,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1
84,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,1
84,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,1
84,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",3,1
84,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
84,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
84,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
84,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
84,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,0
84,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,0
84,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
84,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
84,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",1,1
84,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",1,1
84,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
84,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
84,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA
84,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA
84,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
84,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
84,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA
84,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA
84,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
84,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
84,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0
84,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
84,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
84,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
84,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1
84,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,1
85,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,2
85,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,2
85,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",4,2
85,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",4,2
85,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,2
85,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,2
85,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
85,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
85,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,2
85,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,2
85,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
85,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
85,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,2
85,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,2
85,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
85,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
85,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,1
85,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,1
85,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,2
85,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,2
85,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
85,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
85,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,2
85,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,2
85,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-1
85,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
85,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,1
85,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,1
85,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
85,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
85,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
85,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
86,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
86,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
86,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,-1
86,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,-1
86,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,-1
86,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,-1
86,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,-1
86,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,-1
86,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
86,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
86,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,0
86,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,0
86,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,-1
86,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1
86,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1
86,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1
86,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1
86,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
86,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,-1
86,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,-1
86,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-1
86,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-1
86,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,-1
86,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,-1
86,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-1
86,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-1
86,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1
86,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,-1
86,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,NA
86,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
86,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,1
86,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,1
87,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
87,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
87,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
87,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
87,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,0
87,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0
87,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
87,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
87,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
87,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
87,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,1
87,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,1
87,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,1
87,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,1
87,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
87,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
87,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
87,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
87,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA
87,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA
87,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
87,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
87,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA
87,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA
87,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
87,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
87,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
87,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
87,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0
87,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0
87,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,0
87,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,0
88,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
88,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
88,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,2
88,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,2
88,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
88,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
88,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
88,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
88,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",0,NA
88,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA
88,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
88,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
88,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
88,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
88,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
88,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
88,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
88,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
88,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA
88,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA
88,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
88,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
88,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,0
88,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,0
88,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
88,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
88,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
88,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
88,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
88,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
88,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
88,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
89,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,NA
89,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
89,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,0
89,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,0
89,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA
89,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
89,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
89,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
89,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",0,NA
89,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA
89,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,-1
89,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,-1
89,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0
89,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0
89,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,2
89,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
89,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
89,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
89,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,-2
89,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,-2
89,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
89,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
89,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,1
89,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,1
89,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
89,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
89,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1
89,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,-1
89,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
89,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
89,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,NA
89,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA
90,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
90,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
90,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",0,NA
90,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",0,NA
90,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
90,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
90,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
90,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
90,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",3,-1
90,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",3,-1
90,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,1
90,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,1
