"PID","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Relationship_Status","Income","Education","Race","Race_9_TEXT","Ladder_Community_1_x","Ladder_Community_1_y","Ladder_Community"
343,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",4,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",4,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,0,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
343,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1,4,31,2,NA,3,5,4,"7",NA,262,93,"Region #8"
344,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Engaging","Respect","Positive","Experience",2,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,0,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
344,"Transactional","Stranger","Engaging","Respect","Positive","Expression",3,1,4,32,1,NA,2,6,4,"7",NA,127,257,"Region #3"
345,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",3,-1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",3,-1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",3,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",3,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,1,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
345,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0,4,33,2,NA,2,6,6,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Engaging","Respect","Positive","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Close Friend","Engaging","Respect","Positive","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,0,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,0,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,1,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-2,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,-2,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Engaging","Respect","Positive","Experience",3,0,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
346,"Transactional","Stranger","Engaging","Respect","Positive","Expression",3,0,4,37,1,NA,2,2,4,"3",NA,NA,NA,NA
347,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-2,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",3,-2,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,0,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,-1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
347,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1,4,38,2,NA,9,3,1,"3",NA,167,225,"Region #4"
348,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Engaging","Respect","Positive","Experience",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
348,"Transactional","Stranger","Engaging","Respect","Positive","Expression",3,0,4,33,2,NA,3,4,4,"3",NA,220,183,"Region #5"
349,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",4,0,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",4,0,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,0,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Engaging","Respect","Positive","Experience",4,1,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,1,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",0,NA,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,1,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,1,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
349,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,41,1,NA,4,5,6,"2",NA,242,129,"Region #7"
